Site_ID,Market,Density,FY,Cost_Line_Description,Amount_USD,Traffic_TB_annual
SITE-10116,TN Border,Rural,2025,Field workforce (contract),19960.23,34.05
SITE-10116,TN Border,Rural,2025,OEM RAN maint.,14531.96,34.05
SITE-10116,TN Border,Rural,2025,Power & gen fuel,6161.97,34.05
SITE-10116,TN Border,Rural,2025,Small cell attach fees,5203.06,34.05
SITE-10116,TN Border,Rural,2025,NOC / dispatch (allocated),7766.2,34.05
SITE-10116,TN Border,Rural,2025,Spares & logistics,5238.34,34.05
SITE-10117,Rural West,Suburban,2025,Tower / Collocation,20667.94,40.19
SITE-10117,Rural West,Suburban,2025,MW transport — 3rd party,13515.38,40.19
SITE-10117,Rural West,Suburban,2025,Fiber backhaul circuit,10965.86,40.19
SITE-10117,Rural West,Suburban,2025,Field workforce (contract),16126.73,40.19
SITE-10117,Rural West,Suburban,2025,OEM RAN maint.,11029.91,40.19
SITE-10117,Rural West,Suburban,2025,Power & gen fuel,4939.9,40.19
SITE-10117,Rural West,Suburban,2025,Small cell attach fees,4504.55,40.19
SITE-10117,Rural West,Suburban,2025,NOC / dispatch (allocated),5496.82,40.19
SITE-10117,Rural West,Suburban,2025,Spares & logistics,4263.91,40.19
SITE-10118,AL Panhandle,Suburban,2025,Tower / Collocation,21508.08,22.22
SITE-10118,AL Panhandle,Suburban,2025,MW transport — 3rd party,14110.35,22.22
SITE-10118,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10670.91,22.22
SITE-10118,AL Panhandle,Suburban,2025,Field workforce (contract),14174.15,22.22
SITE-10118,AL Panhandle,Suburban,2025,OEM RAN maint.,11354.04,22.22
SITE-10118,AL Panhandle,Suburban,2025,Power & gen fuel,5118.16,22.22
SITE-10118,AL Panhandle,Suburban,2025,Small cell attach fees,4055.74,22.22
SITE-10118,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5606.92,22.22
SITE-10118,AL Panhandle,Suburban,2025,Spares & logistics,4038.16,22.22
SITE-10119,TN Border,Suburban,2025,Tower / Collocation,22442.99,16.42
SITE-10119,TN Border,Suburban,2025,MW transport — 3rd party,14175.43,16.42
SITE-10119,TN Border,Suburban,2025,Fiber backhaul circuit,10989.68,16.42
SITE-10119,TN Border,Suburban,2025,Field workforce (contract),16461.37,16.42
SITE-10119,TN Border,Suburban,2025,OEM RAN maint.,10657.65,16.42
SITE-10119,TN Border,Suburban,2025,Power & gen fuel,5223.76,16.42
SITE-10119,TN Border,Suburban,2025,Small cell attach fees,4502.56,16.42
SITE-10119,TN Border,Suburban,2025,NOC / dispatch (allocated),6077.79,16.42
SITE-10119,TN Border,Suburban,2025,Spares & logistics,4201.74,16.42
SITE-10120,South MS,Suburban,2025,Tower / Collocation,22597.88,54.51
SITE-10120,South MS,Suburban,2025,MW transport — 3rd party,15450.68,54.51
SITE-10120,South MS,Suburban,2025,Fiber backhaul circuit,9701.93,54.51
SITE-10120,South MS,Suburban,2025,Field workforce (contract),15803.79,54.51
SITE-10120,South MS,Suburban,2025,OEM RAN maint.,11061.66,54.51
SITE-10120,South MS,Suburban,2025,Power & gen fuel,5428.84,54.51
SITE-10120,South MS,Suburban,2025,Small cell attach fees,3940.68,54.51
SITE-10120,South MS,Suburban,2025,NOC / dispatch (allocated),6364.95,54.51
SITE-10120,South MS,Suburban,2025,Spares & logistics,4479.48,54.51
SITE-10121,North MS,Urban,2025,Tower / Collocation,22065.62,13.2
SITE-10121,North MS,Urban,2025,MW transport — 3rd party,13601.42,13.2
SITE-10121,North MS,Urban,2025,Fiber backhaul circuit,10530.47,13.2
SITE-10121,North MS,Urban,2025,Field workforce (contract),16317.74,13.2
SITE-10121,North MS,Urban,2025,OEM RAN maint.,11547.28,13.2
SITE-10121,North MS,Urban,2025,Power & gen fuel,5016.14,13.2
SITE-10121,North MS,Urban,2025,Small cell attach fees,4212.61,13.2
SITE-10121,North MS,Urban,2025,NOC / dispatch (allocated),5534.09,13.2
SITE-10121,North MS,Urban,2025,Spares & logistics,4568.75,13.2
SITE-10122,TN Border,Suburban,2025,Tower / Collocation,22500.13,32.89
SITE-10122,TN Border,Suburban,2025,MW transport — 3rd party,13459.85,32.89
SITE-10122,TN Border,Suburban,2025,Fiber backhaul circuit,11087.42,32.89
SITE-10122,TN Border,Suburban,2025,Field workforce (contract),15808.8,32.89
SITE-10122,TN Border,Suburban,2025,OEM RAN maint.,12027.22,32.89
SITE-10122,TN Border,Suburban,2025,Power & gen fuel,5488.33,32.89
SITE-10122,TN Border,Suburban,2025,Small cell attach fees,4482.67,32.89
SITE-10122,TN Border,Suburban,2025,NOC / dispatch (allocated),6372.1,32.89
SITE-10122,TN Border,Suburban,2025,Spares & logistics,3996.32,32.89
SITE-10123,North MS,Rural,2025,Tower / Collocation,25555.82,77.66
SITE-10123,North MS,Rural,2025,MW transport — 3rd party,18555.74,77.66
SITE-10123,North MS,Rural,2025,Fiber backhaul circuit,13647.52,77.66
SITE-10123,North MS,Rural,2025,Field workforce (contract),22019.78,77.66
SITE-10123,North MS,Rural,2025,OEM RAN maint.,13805.41,77.66
SITE-10123,North MS,Rural,2025,Power & gen fuel,6136.89,77.66
SITE-10123,North MS,Rural,2025,Small cell attach fees,5056.35,77.66
SITE-10123,North MS,Rural,2025,NOC / dispatch (allocated),7050.34,77.66
SITE-10123,North MS,Rural,2025,Spares & logistics,5060.6,77.66
SITE-10124,TN Border,Urban,2025,Tower / Collocation,20763.29,75.85
SITE-10124,TN Border,Urban,2025,MW transport — 3rd party,15386.14,75.85
SITE-10124,TN Border,Urban,2025,Fiber backhaul circuit,10660.03,75.85
SITE-10124,TN Border,Urban,2025,Field workforce (contract),14162.11,75.85
SITE-10124,TN Border,Urban,2025,OEM RAN maint.,10798.01,75.85
SITE-10124,TN Border,Urban,2025,Power & gen fuel,4859.95,75.85
SITE-10124,TN Border,Urban,2025,Small cell attach fees,4573.5,75.85
SITE-10124,TN Border,Urban,2025,NOC / dispatch (allocated),5682.21,75.85
SITE-10124,TN Border,Urban,2025,Spares & logistics,4260.71,75.85
SITE-10125,North MS,Rural,2025,Tower / Collocation,24308.65,130.22
SITE-10125,North MS,Rural,2025,MW transport — 3rd party,16184.11,130.22
SITE-10125,North MS,Rural,2025,Fiber backhaul circuit,11986.3,130.22
SITE-10125,North MS,Rural,2025,Field workforce (contract),19831.36,130.22
SITE-10125,North MS,Rural,2025,OEM RAN maint.,13167.93,130.22
SITE-10125,North MS,Rural,2025,Power & gen fuel,6247.8,130.22
SITE-10125,North MS,Rural,2025,Small cell attach fees,5489.86,130.22
SITE-10125,North MS,Rural,2025,NOC / dispatch (allocated),7252.94,130.22
SITE-10125,North MS,Rural,2025,Spares & logistics,5253.82,130.22
SITE-10126,AL Panhandle,Urban,2025,Tower / Collocation,22164.24,61.75
SITE-10126,AL Panhandle,Urban,2025,MW transport — 3rd party,15427.96,61.75
SITE-10126,AL Panhandle,Urban,2025,Fiber backhaul circuit,10217.15,61.75
SITE-10126,AL Panhandle,Urban,2025,Field workforce (contract),14297.74,61.75
SITE-10126,AL Panhandle,Urban,2025,OEM RAN maint.,10923.04,61.75
SITE-10126,AL Panhandle,Urban,2025,Power & gen fuel,5049.28,61.75
SITE-10126,AL Panhandle,Urban,2025,Small cell attach fees,4553.07,61.75
SITE-10126,AL Panhandle,Urban,2025,NOC / dispatch (allocated),5834.15,61.75
SITE-10126,AL Panhandle,Urban,2025,Spares & logistics,4434.13,61.75
SITE-10127,Rural West,Suburban,2025,Tower / Collocation,20343.27,23.9
SITE-10127,Rural West,Suburban,2025,MW transport — 3rd party,14747.05,23.9
SITE-10127,Rural West,Suburban,2025,Fiber backhaul circuit,10761.62,23.9
SITE-10127,Rural West,Suburban,2025,Field workforce (contract),15140.29,23.9
SITE-10127,Rural West,Suburban,2025,OEM RAN maint.,10928.01,23.9
SITE-10127,Rural West,Suburban,2025,Power & gen fuel,5281.08,23.9
SITE-10127,Rural West,Suburban,2025,Small cell attach fees,4024.83,23.9
SITE-10127,Rural West,Suburban,2025,NOC / dispatch (allocated),6365.71,23.9
SITE-10127,Rural West,Suburban,2025,Spares & logistics,4037.77,23.9
SITE-10128,AL Panhandle,Urban,2025,Tower / Collocation,20971.45,53.2
SITE-10128,AL Panhandle,Urban,2025,MW transport — 3rd party,14248.38,53.2
SITE-10128,AL Panhandle,Urban,2025,Fiber backhaul circuit,11301.07,53.2
SITE-10128,AL Panhandle,Urban,2025,Field workforce (contract),15266.41,53.2
SITE-10128,AL Panhandle,Urban,2025,OEM RAN maint.,11383.69,53.2
SITE-10128,AL Panhandle,Urban,2025,Power & gen fuel,5036.16,53.2
SITE-10128,AL Panhandle,Urban,2025,Small cell attach fees,3955.44,53.2
SITE-10128,AL Panhandle,Urban,2025,NOC / dispatch (allocated),6038.49,53.2
SITE-10128,AL Panhandle,Urban,2025,Spares & logistics,4065.02,53.2
SITE-10129,AL Panhandle,Suburban,2025,Tower / Collocation,22557.15,12.42
SITE-10129,AL Panhandle,Suburban,2025,MW transport — 3rd party,14322.86,12.42
SITE-10129,AL Panhandle,Suburban,2025,Fiber backhaul circuit,11136.77,12.42
SITE-10129,AL Panhandle,Suburban,2025,Field workforce (contract),15240.17,12.42
SITE-10129,AL Panhandle,Suburban,2025,OEM RAN maint.,10620.36,12.42
SITE-10129,AL Panhandle,Suburban,2025,Power & gen fuel,5362.93,12.42
SITE-10129,AL Panhandle,Suburban,2025,Small cell attach fees,4350.76,12.42
SITE-10129,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6218.23,12.42
SITE-10129,AL Panhandle,Suburban,2025,Spares & logistics,4201.16,12.42
SITE-10130,North MS,Suburban,2025,Tower / Collocation,20433.55,62.9
SITE-10130,North MS,Suburban,2025,MW transport — 3rd party,14768.56,62.9
SITE-10130,North MS,Suburban,2025,Fiber backhaul circuit,10759.95,62.9
SITE-10130,North MS,Suburban,2025,Field workforce (contract),16427.52,62.9
SITE-10130,North MS,Suburban,2025,OEM RAN maint.,11188.05,62.9
SITE-10130,North MS,Suburban,2025,Power & gen fuel,5038.87,62.9
SITE-10130,North MS,Suburban,2025,Small cell attach fees,4462.24,62.9
SITE-10130,North MS,Suburban,2025,NOC / dispatch (allocated),5955.49,62.9
SITE-10130,North MS,Suburban,2025,Spares & logistics,4410.87,62.9
SITE-10131,Rural West,Suburban,2025,Tower / Collocation,21765.69,26.75
SITE-10131,Rural West,Suburban,2025,MW transport — 3rd party,13544.76,26.75
SITE-10131,Rural West,Suburban,2025,Fiber backhaul circuit,9966.97,26.75
SITE-10131,Rural West,Suburban,2025,Field workforce (contract),15610.47,26.75
SITE-10131,Rural West,Suburban,2025,OEM RAN maint.,11875.97,26.75
SITE-10131,Rural West,Suburban,2025,Power & gen fuel,5422.07,26.75
SITE-10131,Rural West,Suburban,2025,Small cell attach fees,4095.36,26.75
SITE-10131,Rural West,Suburban,2025,NOC / dispatch (allocated),5579.41,26.75
SITE-10131,Rural West,Suburban,2025,Spares & logistics,4560.11,26.75
SITE-10132,South MS,Urban,2025,Tower / Collocation,21042.49,33.35
SITE-10132,South MS,Urban,2025,MW transport — 3rd party,15275.92,33.35
SITE-10132,South MS,Urban,2025,Fiber backhaul circuit,10908.55,33.35
SITE-10132,South MS,Urban,2025,Field workforce (contract),15809.57,33.35
SITE-10132,South MS,Urban,2025,OEM RAN maint.,10830.28,33.35
SITE-10132,South MS,Urban,2025,Power & gen fuel,4983.87,33.35
SITE-10132,South MS,Urban,2025,Small cell attach fees,4235.32,33.35
SITE-10132,South MS,Urban,2025,NOC / dispatch (allocated),5614.35,33.35
SITE-10132,South MS,Urban,2025,Spares & logistics,4095.93,33.35
SITE-10133,North MS,Suburban,2025,Tower / Collocation,21112.36,19.07
SITE-10133,North MS,Suburban,2025,MW transport — 3rd party,14866.44,19.07
SITE-10133,North MS,Suburban,2025,Fiber backhaul circuit,9751.41,19.07
SITE-10133,North MS,Suburban,2025,Field workforce (contract),15253.79,19.07
SITE-10133,North MS,Suburban,2025,OEM RAN maint.,11939.84,19.07
SITE-10133,North MS,Suburban,2025,Power & gen fuel,5302.36,19.07
SITE-10133,North MS,Suburban,2025,Small cell attach fees,4464.25,19.07
SITE-10133,North MS,Suburban,2025,NOC / dispatch (allocated),5900.73,19.07
SITE-10133,North MS,Suburban,2025,Spares & logistics,4467.98,19.07
SITE-10134,South MS,Urban,2025,Tower / Collocation,20835.04,23.34
SITE-10134,South MS,Urban,2025,MW transport — 3rd party,14145.65,23.34
SITE-10134,South MS,Urban,2025,Fiber backhaul circuit,10037.92,23.34
SITE-10134,South MS,Urban,2025,Field workforce (contract),15916.36,23.34
SITE-10134,South MS,Urban,2025,OEM RAN maint.,11083.74,23.34
SITE-10134,South MS,Urban,2025,Power & gen fuel,4914.61,23.34
SITE-10134,South MS,Urban,2025,Small cell attach fees,3999.01,23.34
SITE-10134,South MS,Urban,2025,NOC / dispatch (allocated),5891.76,23.34
SITE-10134,South MS,Urban,2025,Spares & logistics,4116.02,23.34
SITE-10135,South MS,Suburban,2025,Tower / Collocation,21825.84,28.53
SITE-10135,South MS,Suburban,2025,MW transport — 3rd party,15384.57,28.53
SITE-10135,South MS,Suburban,2025,Fiber backhaul circuit,10468.53,28.53
SITE-10135,South MS,Suburban,2025,Field workforce (contract),15650.06,28.53
SITE-10135,South MS,Suburban,2025,OEM RAN maint.,12095.13,28.53
SITE-10135,South MS,Suburban,2025,Power & gen fuel,5507.04,28.53
SITE-10135,South MS,Suburban,2025,Small cell attach fees,4327.19,28.53
SITE-10135,South MS,Suburban,2025,NOC / dispatch (allocated),6321.07,28.53
SITE-10135,South MS,Suburban,2025,Spares & logistics,4527.85,28.53
SITE-10136,South MS,Rural,2025,Tower / Collocation,23413.05,21.08
SITE-10136,South MS,Rural,2025,MW transport — 3rd party,17378.8,21.08
SITE-10136,South MS,Rural,2025,Fiber backhaul circuit,12678.06,21.08
SITE-10136,South MS,Rural,2025,Field workforce (contract),21004.98,21.08
SITE-10136,South MS,Rural,2025,OEM RAN maint.,13994.18,21.08
SITE-10136,South MS,Rural,2025,Power & gen fuel,6231.58,21.08
SITE-10136,South MS,Rural,2025,Small cell attach fees,5427.37,21.08
SITE-10136,South MS,Rural,2025,NOC / dispatch (allocated),6758.55,21.08
SITE-10136,South MS,Rural,2025,Spares & logistics,4923.55,21.08
SITE-10137,AL Panhandle,Rural,2025,Tower / Collocation,27388.52,114.47
SITE-10137,AL Panhandle,Rural,2025,MW transport — 3rd party,18483.15,114.47
SITE-10137,AL Panhandle,Rural,2025,Fiber backhaul circuit,13481.23,114.47
SITE-10137,AL Panhandle,Rural,2025,Field workforce (contract),20687.67,114.47
SITE-10137,AL Panhandle,Rural,2025,OEM RAN maint.,13625.39,114.47
SITE-10137,AL Panhandle,Rural,2025,Power & gen fuel,5950.68,114.47
SITE-10137,AL Panhandle,Rural,2025,Small cell attach fees,5237.59,114.47
SITE-10137,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7716.21,114.47
SITE-10137,AL Panhandle,Rural,2025,Spares & logistics,5021.98,114.47
SITE-10138,TN Border,Suburban,2025,Tower / Collocation,19922.55,22.77
SITE-10138,TN Border,Suburban,2025,MW transport — 3rd party,13376.15,22.77
SITE-10138,TN Border,Suburban,2025,Fiber backhaul circuit,11224.8,22.77
SITE-10138,TN Border,Suburban,2025,Field workforce (contract),15062.25,22.77
SITE-10138,TN Border,Suburban,2025,OEM RAN maint.,12034.72,22.77
SITE-10138,TN Border,Suburban,2025,Power & gen fuel,5247.96,22.77
SITE-10138,TN Border,Suburban,2025,Small cell attach fees,4040.51,22.77
SITE-10138,TN Border,Suburban,2025,NOC / dispatch (allocated),5641.04,22.77
SITE-10138,TN Border,Suburban,2025,Spares & logistics,4462.15,22.77
SITE-10139,South MS,Suburban,2025,Tower / Collocation,19737.81,87.46
SITE-10139,South MS,Suburban,2025,MW transport — 3rd party,14803.52,87.46
SITE-10139,South MS,Suburban,2025,Fiber backhaul circuit,10998.91,87.46
SITE-10139,South MS,Suburban,2025,Field workforce (contract),14651.91,87.46
SITE-10139,South MS,Suburban,2025,OEM RAN maint.,11014.94,87.46
SITE-10139,South MS,Suburban,2025,Power & gen fuel,5479.05,87.46
SITE-10139,South MS,Suburban,2025,Small cell attach fees,4089.93,87.46
SITE-10139,South MS,Suburban,2025,NOC / dispatch (allocated),5883.32,87.46
SITE-10139,South MS,Suburban,2025,Spares & logistics,4204.11,87.46
SITE-10140,TN Border,Suburban,2025,Tower / Collocation,20536.24,75.15
SITE-10140,TN Border,Suburban,2025,MW transport — 3rd party,15166.06,75.15
SITE-10140,TN Border,Suburban,2025,Fiber backhaul circuit,9991.25,75.15
SITE-10140,TN Border,Suburban,2025,Field workforce (contract),14086.54,75.15
SITE-10140,TN Border,Suburban,2025,OEM RAN maint.,11554.08,75.15
SITE-10140,TN Border,Suburban,2025,Power & gen fuel,5503.17,75.15
SITE-10140,TN Border,Suburban,2025,Small cell attach fees,3936.28,75.15
SITE-10140,TN Border,Suburban,2025,NOC / dispatch (allocated),5672.01,75.15
SITE-10140,TN Border,Suburban,2025,Spares & logistics,4262.86,75.15
SITE-10141,TN Border,Rural,2025,Tower / Collocation,24953.78,22.05
SITE-10141,TN Border,Rural,2025,MW transport — 3rd party,18131.97,22.05
SITE-10141,TN Border,Rural,2025,Fiber backhaul circuit,12428.79,22.05
SITE-10141,TN Border,Rural,2025,Field workforce (contract),20259.51,22.05
SITE-10141,TN Border,Rural,2025,OEM RAN maint.,13168.75,22.05
SITE-10141,TN Border,Rural,2025,Power & gen fuel,6091.06,22.05
SITE-10141,TN Border,Rural,2025,Small cell attach fees,5133.04,22.05
SITE-10141,TN Border,Rural,2025,NOC / dispatch (allocated),7627.39,22.05
SITE-10141,TN Border,Rural,2025,Spares & logistics,5267.22,22.05
SITE-10142,North MS,Suburban,2025,Tower / Collocation,20620.14,43.83
SITE-10142,North MS,Suburban,2025,MW transport — 3rd party,15369.24,43.83
SITE-10142,North MS,Suburban,2025,Fiber backhaul circuit,10046.21,43.83
SITE-10142,North MS,Suburban,2025,Field workforce (contract),15862.59,43.83
SITE-10142,North MS,Suburban,2025,OEM RAN maint.,11889.32,43.83
SITE-10142,North MS,Suburban,2025,Power & gen fuel,4771.8,43.83
SITE-10142,North MS,Suburban,2025,Small cell attach fees,4228.4,43.83
SITE-10142,North MS,Suburban,2025,NOC / dispatch (allocated),5664.94,43.83
SITE-10142,North MS,Suburban,2025,Spares & logistics,4036.06,43.83
SITE-10143,Rural West,Suburban,2025,Tower / Collocation,21936.11,33.18
SITE-10143,Rural West,Suburban,2025,MW transport — 3rd party,15332.99,33.18
SITE-10143,Rural West,Suburban,2025,Fiber backhaul circuit,10979.21,33.18
SITE-10143,Rural West,Suburban,2025,Field workforce (contract),14727.24,33.18
SITE-10143,Rural West,Suburban,2025,OEM RAN maint.,11011.15,33.18
SITE-10143,Rural West,Suburban,2025,Power & gen fuel,4899.86,33.18
SITE-10143,Rural West,Suburban,2025,Small cell attach fees,4001.83,33.18
SITE-10143,Rural West,Suburban,2025,NOC / dispatch (allocated),6372.5,33.18
SITE-10143,Rural West,Suburban,2025,Spares & logistics,4183.39,33.18
SITE-10144,AL Panhandle,Urban,2025,Tower / Collocation,19386.16,42.73
SITE-10144,AL Panhandle,Urban,2025,MW transport — 3rd party,13615.66,42.73
SITE-10144,AL Panhandle,Urban,2025,Fiber backhaul circuit,10705.32,42.73
SITE-10144,AL Panhandle,Urban,2025,Field workforce (contract),15992.55,42.73
SITE-10144,AL Panhandle,Urban,2025,OEM RAN maint.,10895.63,42.73
SITE-10144,AL Panhandle,Urban,2025,Power & gen fuel,5440.59,42.73
SITE-10144,AL Panhandle,Urban,2025,Small cell attach fees,4488.68,42.73
SITE-10144,AL Panhandle,Urban,2025,NOC / dispatch (allocated),6281.66,42.73
SITE-10144,AL Panhandle,Urban,2025,Spares & logistics,4064.81,42.73
SITE-10145,Rural West,Urban,2025,Tower / Collocation,20293.23,83.47
SITE-10145,Rural West,Urban,2025,MW transport — 3rd party,14668.11,83.47
SITE-10145,Rural West,Urban,2025,Fiber backhaul circuit,10907.58,83.47
SITE-10145,Rural West,Urban,2025,Field workforce (contract),14390.06,83.47
SITE-10145,Rural West,Urban,2025,OEM RAN maint.,11937.33,83.47
SITE-10145,Rural West,Urban,2025,Power & gen fuel,5457.83,83.47
SITE-10145,Rural West,Urban,2025,Small cell attach fees,4405.29,83.47
SITE-10145,Rural West,Urban,2025,NOC / dispatch (allocated),5894.04,83.47
SITE-10145,Rural West,Urban,2025,Spares & logistics,4506.14,83.47
SITE-10146,Rural West,Suburban,2025,Tower / Collocation,21779.59,79.38
SITE-10146,Rural West,Suburban,2025,MW transport — 3rd party,13905.65,79.38
SITE-10146,Rural West,Suburban,2025,Fiber backhaul circuit,9831.69,79.38
SITE-10146,Rural West,Suburban,2025,Field workforce (contract),14659.45,79.38
SITE-10146,Rural West,Suburban,2025,OEM RAN maint.,11429.25,79.38
SITE-10146,Rural West,Suburban,2025,Power & gen fuel,5104.31,79.38
SITE-10146,Rural West,Suburban,2025,Small cell attach fees,4306.2,79.38
SITE-10146,Rural West,Suburban,2025,NOC / dispatch (allocated),5850.14,79.38
SITE-10146,Rural West,Suburban,2025,Spares & logistics,4445.09,79.38
SITE-10147,TN Border,Rural,2025,Tower / Collocation,26339.64,41.25
SITE-10147,TN Border,Rural,2025,MW transport — 3rd party,17939.11,41.25
SITE-10147,TN Border,Rural,2025,Fiber backhaul circuit,12736.48,41.25
